               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 118,             0.01606,           0.0087888,            0.021306,             0.78865,             0.58063,             0.69204,             0.59475,            0.021407,            0.014059,            0.010725,            0.006139,            0.006139,            0.006139
                 119,            0.016386,           0.0093418,              0.0228,             0.88354,              0.6595,             0.75821,             0.67138,             0.02077,            0.013293,            0.013702,            0.006106,            0.006106,            0.006106
                 120,            0.016032,           0.0085753,            0.022524,             0.85449,             0.54506,             0.66519,             0.57567,            0.022945,            0.017809,            0.021944,            0.006073,            0.006073,            0.006073
                 121,            0.016761,           0.0092203,             0.02251,             0.83203,             0.60165,             0.69307,             0.60623,            0.020988,            0.013258,            0.025615,             0.00604,             0.00604,             0.00604
                 122,            0.017262,           0.0091276,            0.022185,             0.87153,             0.52888,             0.64707,             0.54533,            0.024165,            0.018089,             0.02023,            0.006007,            0.006007,            0.006007
                 123,             0.01687,           0.0088069,            0.023239,             0.91398,             0.60877,             0.70572,             0.62096,            0.022957,            0.015997,             0.01811,            0.005974,            0.005974,            0.005974
                 124,            0.016528,           0.0090008,            0.022804,             0.89672,             0.61253,             0.72077,             0.63345,            0.021383,            0.014489,            0.021457,            0.005941,            0.005941,            0.005941
                 125,            0.016435,           0.0086302,            0.021167,             0.90869,              0.6359,             0.73915,             0.64628,            0.022713,            0.014093,            0.020366,            0.005908,            0.005908,            0.005908
                 126,            0.016707,           0.0088231,            0.020381,             0.86104,             0.49686,             0.62513,             0.54225,            0.022703,            0.017711,            0.024917,            0.005875,            0.005875,            0.005875
                 127,            0.015997,           0.0088297,            0.021879,             0.88809,             0.52653,             0.65147,             0.56444,            0.021887,            0.018286,            0.025508,            0.005842,            0.005842,            0.005842
                 128,            0.016405,           0.0089094,            0.022072,             0.90317,             0.64169,             0.74957,             0.65159,            0.021649,            0.014417,            0.018874,            0.005809,            0.005809,            0.005809
                 129,            0.016282,           0.0096184,            0.020949,             0.86619,             0.57759,             0.70199,             0.61328,            0.021797,            0.014591,            0.010534,            0.005776,            0.005776,            0.005776
                 130,            0.015648,           0.0088536,            0.022702,             0.82032,             0.55915,             0.62495,             0.55657,            0.021305,            0.015507,            0.028943,            0.005743,            0.005743,            0.005743
                 131,            0.015808,           0.0092334,            0.021661,             0.82325,             0.57589,             0.65706,             0.57931,            0.020436,            0.014394,            0.017583,             0.00571,             0.00571,             0.00571
                 132,            0.016325,           0.0086985,            0.022862,             0.88828,             0.66206,             0.74557,             0.65652,            0.021146,            0.012081,            0.014482,            0.005677,            0.005677,            0.005677
                 133,            0.016585,           0.0089713,            0.022034,             0.89609,             0.69155,             0.78343,             0.68522,            0.020305,            0.011246,            0.023049,            0.005644,            0.005644,            0.005644
                 134,            0.015582,           0.0085973,            0.021265,             0.89551,             0.56938,             0.67394,             0.59123,            0.021324,            0.017613,            0.016362,            0.005611,            0.005611,            0.005611
                 135,             0.01584,           0.0085587,            0.022139,             0.88511,             0.69068,             0.77618,             0.68236,            0.021103,            0.011996,            0.014172,            0.005578,            0.005578,            0.005578
                 136,             0.01539,           0.0084937,            0.020955,             0.87639,             0.62768,             0.71851,             0.63613,            0.019983,            0.012813,            0.021636,            0.005545,            0.005545,            0.005545
                 137,            0.016159,           0.0085975,            0.020499,             0.88797,             0.72427,             0.80907,             0.71434,            0.020271,            0.010469,            0.018245,            0.005512,            0.005512,            0.005512
                 138,            0.016411,            0.008946,            0.021159,             0.87045,              0.5303,              0.6586,             0.57258,            0.020798,            0.015708,            0.026399,            0.005479,            0.005479,            0.005479
                 139,            0.016045,           0.0089716,            0.020728,             0.85156,             0.62993,             0.74537,              0.6524,            0.020509,            0.014557,            0.020995,            0.005446,            0.005446,            0.005446
                 140,            0.015853,           0.0088705,            0.019792,             0.78809,             0.57521,             0.67571,              0.6008,            0.020953,            0.014873,            0.018598,            0.005413,            0.005413,            0.005413
                 141,            0.015179,           0.0084616,            0.020378,             0.85474,             0.71703,             0.78068,             0.69213,             0.02042,             0.01208,            0.025504,             0.00538,             0.00538,             0.00538
                 142,            0.016247,           0.0085384,            0.023106,             0.84406,              0.6999,             0.73785,             0.64173,            0.021538,            0.011895,            0.030177,            0.005347,            0.005347,            0.005347
                 143,            0.015827,            0.008306,            0.021337,             0.77517,             0.57257,             0.65054,             0.57241,            0.021383,            0.015738,            0.025425,            0.005314,            0.005314,            0.005314
                 144,            0.015692,           0.0082298,            0.020385,             0.86825,             0.66162,             0.74968,             0.67027,            0.021188,            0.013095,            0.023435,            0.005281,            0.005281,            0.005281
                 145,            0.015996,            0.008649,            0.021935,             0.85712,             0.68153,              0.7592,             0.66735,            0.020381,             0.01223,            0.020048,            0.005248,            0.005248,            0.005248
                 146,             0.01562,           0.0084223,             0.02083,              0.8565,             0.71861,              0.7757,             0.68311,            0.020169,            0.010984,            0.013135,            0.005215,            0.005215,            0.005215
